,limit_bal,marriage,age,l_education,sex,education_graduate school,education_high school,education_other,education_university,default_status,limit_cat,months_behind
28249,50000,2,28,0,1,1,0,0,0,0,0,0
28250,440000,1,31,0,1,1,0,0,0,0,2,0
28251,30000,1,30,3,1,0,0,0,1,0,0,0
28252,180000,2,29,3,1,0,0,0,1,0,1,0
28253,150000,2,29,0,1,1,0,0,0,1,1,0
28254,390000,2,29,0,1,1,0,0,0,0,2,0
28255,30000,1,31,3,1,0,0,0,1,0,0,0
28256,10000,2,32,3,1,0,0,0,1,1,0,0
28257,270000,2,32,3,1,0,0,0,1,0,2,0
28258,20000,1,32,3,1,0,0,0,1,1,0,7
28259,50000,1,34,3,1,0,0,0,1,0,0,2
28260,60000,2,33,0,1,1,0,0,0,0,0,0
28261,50000,1,34,1,1,0,1,0,0,1,0,2
28262,20000,2,40,1,1,0,1,0,0,0,0,0
28263,80000,1,35,1,1,0,1,0,0,1,0,2
28264,50000,1,47,3,1,0,0,0,1,0,0,0
28265,140000,1,40,0,1,1,0,0,0,1,1,2
28266,400000,2,36,0,1,1,0,0,0,0,2,0
28267,50000,1,44,1,1,0,1,0,0,0,0,0
28268,80000,1,36,3,1,0,0,0,1,0,0,0
28269,380000,1,30,3,1,0,0,0,1,1,2,0
28270,230000,1,33,1,1,0,1,0,0,0,2,0
28271,210000,2,31,0,1,1,0,0,0,0,2,0
28272,100000,2,40,3,1,0,0,0,1,0,1,0
28273,210000,1,44,3,1,0,0,0,1,0,2,0
28274,140000,1,35,0,1,1,0,0,0,0,1,0
28275,150000,1,47,3,1,0,0,0,1,0,1,0
28276,40000,1,48,2,1,0,0,1,0,0,0,0
28277,120000,2,26,1,1,0,1,0,0,1,1,0
28278,50000,2,26,3,1,0,0,0,1,0,0,0
28279,360000,2,26,0,1,1,0,0,0,0,2,0
28280,80000,1,42,1,1,0,1,0,0,1,0,0
28281,230000,2,46,0,1,1,0,0,0,0,2,0
28282,50000,1,38,3,1,0,0,0,1,1,0,0
28283,150000,3,48,3,1,0,0,0,1,0,1,0
28284,20000,1,35,1,1,0,1,0,0,0,0,2
28285,10000,1,44,1,1,0,1,0,0,1,0,2
28286,140000,1,41,0,1,1,0,0,0,0,1,0
28287,150000,1,41,3,1,0,0,0,1,0,1,0
28288,290000,2,36,3,1,0,0,0,1,0,2,0
28289,170000,1,36,3,1,0,0,0,1,0,1,0
28290,420000,1,39,1,1,0,1,0,0,0,2,0
28291,120000,2,33,3,1,0,0,0,1,0,1,0
28292,150000,1,40,3,1,0,0,0,1,0,1,0
28293,80000,1,45,0,1,1,0,0,0,0,0,0
28294,100000,1,48,3,1,0,0,0,1,0,1,0
28295,40000,2,41,1,1,0,1,0,0,1,0,0
28296,130000,2,46,1,1,0,1,0,0,0,1,0
28297,100000,2,41,3,1,0,0,0,1,0,1,0
28298,300000,1,46,1,1,0,1,0,0,0,2,0
28299,150000,2,41,3,1,0,0,0,1,0,1,0
28300,50000,1,39,3,1,0,0,0,1,1,0,0
28301,350000,1,37,0,1,1,0,0,0,0,2,0
28302,170000,2,45,3,1,0,0,0,1,0,1,0
28303,220000,2,31,3,1,0,0,0,1,1,2,0
28304,210000,2,29,0,1,1,0,0,0,0,2,0
28305,200000,2,30,0,1,1,0,0,0,0,1,0
28306,180000,2,30,0,1,1,0,0,0,1,1,0
28307,50000,1,31,0,1,1,0,0,0,1,0,0
28308,50000,2,35,3,1,0,0,0,1,0,0,0
28309,180000,1,39,0,1,1,0,0,0,0,1,0
28310,500000,2,44,0,1,1,0,0,0,0,2,0
28311,160000,2,45,3,1,0,0,0,1,0,1,0
28312,120000,2,37,0,1,1,0,0,0,1,1,2
28313,60000,1,39,3,1,0,0,0,1,1,0,0
28314,220000,1,35,2,1,0,0,1,0,0,2,0
28315,210000,1,36,3,1,0,0,0,1,0,2,0
28316,480000,2,38,3,1,0,0,0,1,0,2,0
28317,140000,2,43,1,1,0,1,0,0,0,1,0
28318,150000,1,38,3,1,0,0,0,1,0,1,0
28319,110000,2,43,1,1,0,1,0,0,1,1,0
28320,350000,1,41,0,1,1,0,0,0,0,2,0
28321,150000,2,43,3,1,0,0,0,1,0,1,0
28322,420000,1,39,0,1,1,0,0,0,1,2,0
28323,80000,1,41,0,1,1,0,0,0,0,0,0
28324,180000,1,44,0,1,1,0,0,0,0,1,0
28325,290000,1,39,3,1,0,0,0,1,0,2,0
28326,300000,1,37,0,1,1,0,0,0,0,2,0
28327,80000,1,41,3,1,0,0,0,1,1,0,0
28328,230000,1,39,3,1,0,0,0,1,0,2,0
28329,20000,1,43,3,1,0,0,0,1,0,0,0
28330,20000,2,39,3,1,0,0,0,1,1,0,0
28331,200000,1,40,0,1,1,0,0,0,0,1,0
28332,500000,2,35,0,1,1,0,0,0,0,2,0
28333,10000,1,49,1,1,0,1,0,0,0,0,0
28334,100000,1,42,1,1,0,1,0,0,0,1,0
28335,250000,1,28,3,1,0,0,0,1,0,2,0
28336,540000,2,38,1,1,0,1,0,0,0,2,0
28337,50000,1,39,3,1,0,0,0,1,0,0,0
28338,550000,2,44,0,1,1,0,0,0,0,2,0
28339,200000,1,42,1,1,0,1,0,0,0,1,0
28340,50000,1,44,1,1,0,1,0,0,0,0,0
28341,230000,1,36,1,1,0,1,0,0,0,2,0
28342,330000,1,45,1,1,0,1,0,0,0,2,0
28343,520000,1,37,0,1,1,0,0,0,0,2,0
28344,180000,2,44,0,1,1,0,0,0,0,1,0
28345,200000,1,36,1,1,0,1,0,0,0,1,0
28346,430000,2,44,2,1,0,0,1,0,0,2,0
28347,220000,1,46,0,1,1,0,0,0,0,2,0
28348,210000,2,41,3,1,0,0,0,1,0,2,0
28349,360000,1,47,3,1,0,0,0,1,0,2,0
28350,200000,1,48,3,1,0,0,0,1,0,1,0
28351,150000,1,36,0,1,1,0,0,0,0,1,0
28352,170000,2,47,1,1,0,1,0,0,0,1,0
28353,50000,1,49,1,1,0,1,0,0,0,0,0
28354,20000,2,48,1,1,0,1,0,0,1,0,4
28355,300000,2,32,0,1,1,0,0,0,0,2,0
28356,200000,1,40,0,1,1,0,0,0,0,1,0
28357,210000,1,34,0,1,1,0,0,0,0,2,0
28358,100000,2,42,0,1,1,0,0,0,0,1,0
28359,210000,1,43,3,1,0,0,0,1,0,2,0
28360,80000,1,32,3,1,0,0,0,1,0,0,0
28361,130000,1,31,1,1,0,1,0,0,1,1,0
28362,320000,2,35,3,1,0,0,0,1,0,2,0
28363,350000,1,45,2,1,0,0,1,0,0,2,0
28364,260000,2,29,0,1,1,0,0,0,0,2,0
28365,230000,2,46,1,1,0,1,0,0,0,2,0
28366,210000,1,44,0,1,1,0,0,0,0,2,0
28367,160000,1,41,1,1,0,1,0,0,0,1,0
28368,210000,1,30,0,1,1,0,0,0,0,2,0
28369,120000,2,32,0,1,1,0,0,0,0,1,0
28370,30000,1,32,0,1,1,0,0,0,1,0,0
28371,70000,1,31,3,1,0,0,0,1,0,0,0
28372,270000,1,31,3,1,0,0,0,1,0,2,0
28373,350000,2,30,0,1,1,0,0,0,0,2,0
28374,50000,2,45,3,1,0,0,0,1,1,0,2
28375,110000,1,48,3,1,0,0,0,1,0,1,0
28376,150000,1,44,3,1,0,0,0,1,0,1,0
28377,280000,2,29,0,1,1,0,0,0,1,2,0
28378,300000,1,30,3,1,0,0,0,1,0,2,0
28379,20000,1,32,3,1,0,0,0,1,1,0,0
28380,50000,1,31,3,1,0,0,0,1,0,0,0
28381,200000,2,31,0,1,1,0,0,0,0,1,0
28382,50000,1,31,1,1,0,1,0,0,0,0,0
28383,150000,1,46,0,1,1,0,0,0,0,1,0
28384,200000,2,32,3,1,0,0,0,1,0,1,0
28385,100000,1,32,3,1,0,0,0,1,0,1,0
28386,360000,2,33,0,1,1,0,0,0,1,2,0
28387,50000,1,33,3,1,0,0,0,1,0,0,0
28388,220000,1,33,3,1,0,0,0,1,0,2,0
28389,80000,2,33,0,1,1,0,0,0,1,0,0
28390,150000,1,33,0,1,1,0,0,0,0,1,0
28391,210000,1,34,0,1,1,0,0,0,1,2,0
28392,70000,2,34,3,1,0,0,0,1,0,0,0
28393,50000,1,48,3,1,0,0,0,1,0,0,0
28394,80000,3,43,1,1,0,1,0,0,0,0,0
28395,110000,2,34,3,1,0,0,0,1,0,1,0
28396,170000,2,34,0,1,1,0,0,0,0,1,0
28397,160000,1,46,1,1,0,1,0,0,0,1,0
28398,130000,1,49,1,1,0,1,0,0,0,1,0
28399,200000,1,48,1,1,0,1,0,0,0,1,0
28400,360000,1,40,3,1,0,0,0,1,0,2,0
28401,160000,1,42,3,1,0,0,0,1,0,1,0
28402,310000,1,42,3,1,0,0,0,1,0,2,0
28403,500000,1,40,0,1,1,0,0,0,0,2,0
28404,430000,2,36,0,1,1,0,0,0,1,2,0
28405,300000,2,48,1,1,0,1,0,0,1,2,0
28406,50000,2,46,0,1,1,0,0,0,0,0,0
28407,300000,1,38,3,1,0,0,0,1,0,2,0
28408,300000,2,39,3,1,0,0,0,1,1,2,0
28409,20000,1,39,1,1,0,1,0,0,1,0,0
28410,400000,2,39,0,1,1,0,0,0,1,2,0
28411,310000,1,48,3,1,0,0,0,1,0,2,0
28412,370000,2,38,3,1,0,0,0,1,0,2,0
28413,230000,1,36,3,1,0,0,0,1,0,2,0
28414,300000,1,40,3,1,0,0,0,1,0,2,0
28415,250000,1,40,0,1,1,0,0,0,0,2,0
28416,320000,1,41,0,1,1,0,0,0,0,2,0
28417,310000,1,45,1,1,0,1,0,0,0,2,0
28418,500000,1,39,0,1,1,0,0,0,0,2,0
28419,80000,1,37,1,1,0,1,0,0,0,0,2
28420,200000,2,45,1,1,0,1,0,0,0,1,0
28421,160000,1,38,1,1,0,1,0,0,0,1,0
28422,20000,2,47,3,1,0,0,0,1,0,0,0
28423,20000,2,33,3,1,0,0,0,1,0,0,0
28424,30000,1,33,3,1,0,0,0,1,1,0,7
28425,500000,2,30,0,1,1,0,0,0,0,2,0
28426,180000,2,30,0,1,1,0,0,0,0,1,0
28427,180000,2,31,1,1,0,1,0,0,0,1,0
28428,450000,1,33,0,1,1,0,0,0,0,2,0
28429,180000,1,33,3,1,0,0,0,1,0,1,0
28430,290000,1,46,1,1,0,1,0,0,0,2,0
28431,200000,1,37,3,1,0,0,0,1,0,1,0
28432,200000,1,34,0,1,1,0,0,0,0,1,0
28433,400000,2,35,3,1,0,0,0,1,1,2,0
28434,210000,2,32,3,1,0,0,0,1,0,2,0
28435,30000,2,42,1,1,0,1,0,0,1,0,0
28436,340000,2,39,3,1,0,0,0,1,0,2,0
28437,50000,1,41,3,1,0,0,0,1,0,0,0
28438,220000,1,43,1,1,0,1,0,0,0,2,0
28439,100000,1,37,0,1,1,0,0,0,1,1,0
28440,400000,1,40,1,1,0,1,0,0,0,2,0
28441,360000,2,43,3,1,0,0,0,1,0,2,0
28442,30000,2,47,1,1,0,1,0,0,0,0,0
28443,10000,1,34,1,1,0,1,0,0,1,0,0
28444,330000,1,37,0,1,1,0,0,0,0,2,0
28445,110000,1,46,3,1,0,0,0,1,0,1,0
28446,30000,1,44,3,1,0,0,0,1,1,0,0
28447,110000,1,37,3,1,0,0,0,1,0,1,0
28448,150000,2,42,3,1,0,0,0,1,0,1,0
28449,80000,2,32,3,1,0,0,0,1,1,0,0
28450,160000,1,41,0,1,1,0,0,0,0,1,0
28451,30000,1,32,3,1,0,0,0,1,0,0,0
28452,200000,2,33,0,1,1,0,0,0,0,1,0
28453,150000,1,33,0,1,1,0,0,0,0,1,0
28454,140000,1,34,3,1,0,0,0,1,0,1,0
28455,120000,1,37,0,1,1,0,0,0,0,1,0
28456,100000,1,48,1,1,0,1,0,0,0,1,0
28457,50000,1,38,3,1,0,0,0,1,0,0,0
28458,80000,1,42,1,1,0,1,0,0,0,0,0
28459,140000,2,41,1,1,0,1,0,0,0,1,0
28460,270000,1,45,0,1,1,0,0,0,0,2,0
28461,210000,1,36,1,1,0,1,0,0,0,2,0
28462,230000,1,48,3,1,0,0,0,1,0,2,0
28463,30000,1,43,3,1,0,0,0,1,0,0,2
28464,260000,1,44,1,1,0,1,0,0,1,2,0
28465,20000,1,42,3,1,0,0,0,1,1,0,2
28466,160000,1,34,3,1,0,0,0,1,0,1,0
28467,50000,1,43,3,1,0,0,0,1,0,0,0
28468,50000,1,41,1,1,0,1,0,0,0,0,0
28469,160000,1,38,0,1,1,0,0,0,1,1,0
28470,140000,1,44,1,1,0,1,0,0,0,1,0
28471,230000,1,43,3,1,0,0,0,1,0,2,0
28472,120000,1,34,3,1,0,0,0,1,0,1,0
28473,20000,1,49,3,1,0,0,0,1,1,0,0
28474,90000,1,44,3,1,0,0,0,1,1,1,0
28475,130000,1,38,1,1,0,1,0,0,0,1,0
28476,20000,2,31,1,1,0,1,0,0,0,0,0
28477,230000,2,31,0,1,1,0,0,0,0,2,0
28478,430000,1,42,3,1,0,0,0,1,0,2,0
28479,110000,1,40,3,1,0,0,0,1,0,1,0
28480,210000,1,40,2,1,0,0,1,0,1,2,0
28481,260000,2,49,1,1,0,1,0,0,0,2,0
28482,280000,1,45,1,1,0,1,0,0,0,2,0
28483,230000,2,36,3,1,0,0,0,1,0,2,0
28484,50000,2,46,1,1,0,1,0,0,0,0,0
28485,320000,2,36,3,1,0,0,0,1,0,2,0
28486,110000,1,41,3,1,0,0,0,1,1,1,0
28487,180000,1,42,3,1,0,0,0,1,0,1,0
28488,180000,2,41,1,1,0,1,0,0,0,1,0
28489,10000,2,32,3,1,0,0,0,1,1,0,0
28490,30000,1,32,3,1,0,0,0,1,1,0,0
28491,70000,2,32,3,1,0,0,0,1,1,0,0
28492,20000,2,44,3,1,0,0,0,1,0,0,0
28493,50000,2,36,3,1,0,0,0,1,1,0,0
28494,180000,1,38,3,1,0,0,0,1,0,1,0
28495,220000,2,46,1,1,0,1,0,0,0,2,0
28496,180000,2,29,0,1,1,0,0,0,0,1,0
28497,170000,2,29,0,1,1,0,0,0,0,1,0
28498,100000,2,30,3,1,0,0,0,1,0,1,0
28499,280000,2,30,3,1,0,0,0,1,0,2,0
28500,290000,2,31,0,1,1,0,0,0,0,2,0
28501,30000,1,31,3,1,0,0,0,1,1,0,2
28502,30000,2,31,3,1,0,0,0,1,0,0,0
28503,80000,1,46,3,1,0,0,0,1,0,0,0
28504,50000,1,42,3,1,0,0,0,1,0,0,0
28505,60000,1,34,1,1,0,1,0,0,0,0,3
28506,260000,1,34,3,1,0,0,0,1,0,2,0
28507,60000,1,41,3,1,0,0,0,1,0,0,0
28508,80000,1,29,3,1,0,0,0,1,0,0,2
28509,360000,1,40,1,1,0,1,0,0,0,2,0
28510,180000,1,30,3,1,0,0,0,1,0,1,0
28511,80000,2,31,3,1,0,0,0,1,1,0,0
28512,70000,1,44,3,1,0,0,0,1,0,0,0
28513,360000,1,36,0,1,1,0,0,0,0,2,0
28514,300000,2,36,1,1,0,1,0,0,0,2,0
28515,100000,1,38,1,1,0,1,0,0,0,1,0
28516,100000,2,29,0,1,1,0,0,0,0,1,0
28517,120000,1,34,1,1,0,1,0,0,0,1,0
28518,200000,1,48,3,1,0,0,0,1,1,1,0
28519,180000,1,37,0,1,1,0,0,0,0,1,0
28520,60000,2,27,3,1,0,0,0,1,0,0,0
28521,10000,1,29,3,1,0,0,0,1,0,0,0
28522,230000,1,35,2,1,0,0,1,0,0,2,0
28523,50000,2,27,3,1,0,0,0,1,0,0,2
28524,350000,2,28,3,1,0,0,0,1,0,2,0
28525,200000,1,28,1,1,0,1,0,0,1,1,0
28526,150000,2,28,1,1,0,1,0,0,0,1,0
28527,180000,1,29,3,1,0,0,0,1,1,1,2
28528,30000,2,30,0,1,1,0,0,0,0,0,0
28529,70000,2,30,3,1,0,0,0,1,1,0,0
28530,460000,2,32,3,1,0,0,0,1,0,2,0
28531,110000,1,42,3,1,0,0,0,1,0,1,0
28532,240000,2,31,0,1,1,0,0,0,0,2,0
28533,210000,1,31,3,1,0,0,0,1,0,2,0
28534,300000,2,32,1,1,0,1,0,0,0,2,0
28535,170000,2,34,0,1,1,0,0,0,0,1,0
28536,420000,1,34,3,1,0,0,0,1,0,2,0
28537,230000,2,34,2,1,0,0,1,0,0,2,0
28538,260000,2,33,0,1,1,0,0,0,0,2,6
28539,50000,1,41,1,1,0,1,0,0,0,0,0
28540,80000,2,43,3,1,0,0,0,1,0,0,0
28541,200000,1,45,0,1,1,0,0,0,0,1,0
28542,80000,1,40,1,1,0,1,0,0,0,0,0
28543,290000,1,36,3,1,0,0,0,1,0,2,0
28544,20000,3,40,1,1,0,1,0,0,1,0,0
28545,50000,1,42,3,1,0,0,0,1,0,0,2
28546,450000,1,36,3,1,0,0,0,1,0,2,0
28547,250000,1,38,3,1,0,0,0,1,0,2,0
28548,50000,1,40,1,1,0,1,0,0,0,0,0
28549,280000,3,40,3,1,0,0,0,1,0,2,0
28550,20000,1,41,1,1,0,1,0,0,0,0,0
28551,310000,1,37,1,1,0,1,0,0,0,2,0
28552,250000,2,36,0,1,1,0,0,0,0,2,0
28553,180000,1,36,3,1,0,0,0,1,1,1,0
28554,500000,2,35,1,1,0,1,0,0,0,2,0
28555,30000,1,44,1,1,0,1,0,0,0,0,2
28556,250000,2,36,3,1,0,0,0,1,0,2,0
28557,170000,2,39,0,1,1,0,0,0,0,1,0
28558,100000,1,39,3,1,0,0,0,1,0,1,0
28559,430000,1,42,3,1,0,0,0,1,0,2,0
28560,170000,2,43,3,1,0,0,0,1,0,1,0
28561,210000,2,32,3,1,0,0,0,1,0,2,0
28562,280000,2,32,3,1,0,0,0,1,0,2,0
28563,160000,2,47,1,1,0,1,0,0,0,1,0
28564,210000,1,40,0,1,1,0,0,0,0,2,0
28565,200000,1,40,0,1,1,0,0,0,0,1,0
28566,400000,2,30,0,1,1,0,0,0,0,2,0
28567,80000,2,35,1,1,0,1,0,0,0,0,0
28568,80000,1,35,3,1,0,0,0,1,1,0,2
28569,30000,1,38,3,1,0,0,0,1,0,0,0
28570,20000,1,39,1,1,0,1,0,0,1,0,0
28571,300000,1,37,0,1,1,0,0,0,0,2,0
28572,460000,1,39,3,1,0,0,0,1,0,2,0
28573,80000,2,42,3,1,0,0,0,1,0,0,0
28574,80000,1,36,1,1,0,1,0,0,0,0,0
28575,100000,1,40,1,1,0,1,0,0,0,1,0
28576,100000,1,41,0,1,1,0,0,0,1,1,2
28577,50000,1,36,3,1,0,0,0,1,0,0,0
28578,80000,1,36,3,1,0,0,0,1,1,0,0
28579,130000,2,37,3,1,0,0,0,1,0,1,0
28580,50000,1,36,3,1,0,0,0,1,0,0,0
28581,210000,1,44,3,1,0,0,0,1,0,2,0
28582,260000,2,39,2,1,0,0,1,0,0,2,0
28583,50000,1,32,3,1,0,0,0,1,0,0,0
28584,460000,2,33,3,1,0,0,0,1,0,2,0
28585,150000,1,34,1,1,0,1,0,0,0,1,0
28586,80000,1,31,1,1,0,1,0,0,0,0,0
28587,80000,1,42,3,1,0,0,0,1,0,0,0
28588,180000,1,46,1,1,0,1,0,0,1,1,0
28589,100000,1,35,1,1,0,1,0,0,0,1,0
28590,60000,1,40,3,1,0,0,0,1,1,0,0
28591,50000,2,34,1,1,0,1,0,0,0,0,0
28592,390000,1,42,0,1,1,0,0,0,0,2,0
28593,210000,1,38,0,1,1,0,0,0,0,2,0
28594,160000,2,39,3,1,0,0,0,1,0,1,0
28595,50000,1,42,1,1,0,1,0,0,0,0,0
28596,50000,2,31,3,1,0,0,0,1,0,0,2
28597,160000,1,37,3,1,0,0,0,1,0,1,0
28598,220000,1,40,3,1,0,0,0,1,0,2,0
28599,80000,1,43,1,1,0,1,0,0,0,0,0
28600,170000,1,31,3,1,0,0,0,1,0,1,0
28601,60000,1,33,1,1,0,1,0,0,0,0,0
28602,200000,1,36,0,1,1,0,0,0,0,1,0
28603,320000,2,41,0,1,1,0,0,0,0,2,0
28604,160000,1,47,0,1,1,0,0,0,0,1,0
28605,20000,1,45,3,1,0,0,0,1,0,0,0
28606,80000,2,27,0,1,1,0,0,0,1,0,0
28607,210000,2,29,3,1,0,0,0,1,0,2,0
28608,50000,2,27,0,1,1,0,0,0,1,0,0
28609,500000,2,28,0,1,1,0,0,0,0,2,0
28610,120000,2,28,3,1,0,0,0,1,0,1,0
28611,20000,2,28,3,1,0,0,0,1,0,0,0
28612,250000,2,28,0,1,1,0,0,0,0,2,0
28613,80000,1,34,1,1,0,1,0,0,0,0,0
28614,240000,2,28,3,1,0,0,0,1,0,2,0
28615,150000,2,28,3,1,0,0,0,1,0,1,0
28616,340000,2,29,3,1,0,0,0,1,0,2,0
28617,80000,1,28,0,1,1,0,0,0,0,0,0
28618,130000,2,29,1,1,0,1,0,0,0,1,0
28619,100000,2,29,3,1,0,0,0,1,0,1,0
28620,230000,2,29,0,1,1,0,0,0,0,2,0
28621,160000,2,30,0,1,1,0,0,0,0,1,0
28622,220000,2,29,3,1,0,0,0,1,0,2,0
28623,80000,2,29,0,1,1,0,0,0,1,0,2
28624,420000,1,29,3,1,0,0,0,1,0,2,0
28625,130000,2,32,3,1,0,0,0,1,0,1,0
28626,80000,2,32,0,1,1,0,0,0,0,0,0
28627,210000,2,31,0,1,1,0,0,0,0,2,0
28628,220000,2,31,0,1,1,0,0,0,0,2,0
28629,170000,2,30,3,1,0,0,0,1,1,1,0
28630,50000,2,30,0,1,1,0,0,0,0,0,2
28631,80000,2,31,3,1,0,0,0,1,0,0,0
28632,300000,2,33,0,1,1,0,0,0,0,2,0
28633,140000,1,33,3,1,0,0,0,1,0,1,0
28634,290000,2,33,3,1,0,0,0,1,0,2,0
28635,80000,2,33,0,1,1,0,0,0,0,0,0
28636,500000,1,33,0,1,1,0,0,0,0,2,0
28637,40000,1,44,1,1,0,1,0,0,1,0,0
28638,50000,1,45,3,1,0,0,0,1,0,0,0
28639,260000,1,34,3,1,0,0,0,1,0,2,0
28640,80000,1,45,1,1,0,1,0,0,0,0,0
28641,280000,1,35,0,1,1,0,0,0,0,2,0
28642,270000,1,37,0,1,1,0,0,0,0,2,0
28643,80000,1,48,1,1,0,1,0,0,0,0,0
28644,120000,1,34,3,1,0,0,0,1,0,1,0
28645,300000,1,40,0,1,1,0,0,0,0,2,0
28646,120000,2,37,3,1,0,0,0,1,0,1,0
28647,80000,3,36,3,1,0,0,0,1,0,0,0
28648,50000,1,42,3,1,0,0,0,1,0,0,0
28649,100000,1,47,3,1,0,0,0,1,0,1,0
28650,180000,1,44,3,1,0,0,0,1,0,1,0
28651,160000,1,45,3,1,0,0,0,1,0,1,0
28652,350000,1,49,3,1,0,0,0,1,0,2,0
28653,50000,1,33,1,1,0,1,0,0,0,0,0
28654,320000,2,37,3,1,0,0,0,1,0,2,0
28655,170000,2,35,3,1,0,0,0,1,0,1,0
28656,50000,1,37,3,1,0,0,0,1,0,0,2
28657,360000,1,40,0,1,1,0,0,0,1,2,0
28658,70000,2,36,3,1,0,0,0,1,1,0,0
28659,20000,1,45,1,1,0,1,0,0,0,0,0
28660,100000,1,46,1,1,0,1,0,0,0,1,0
28661,180000,0,36,1,1,0,1,0,0,0,1,0
28662,160000,1,42,1,1,0,1,0,0,0,1,0
28663,230000,1,35,3,1,0,0,0,1,1,2,0
28664,20000,1,38,3,1,0,0,0,1,1,0,0
28665,180000,1,39,3,1,0,0,0,1,0,1,0
28666,180000,2,45,0,1,1,0,0,0,0,1,0
28667,20000,1,34,3,1,0,0,0,1,0,0,0
28668,150000,1,49,3,1,0,0,0,1,0,1,0
28669,240000,1,40,0,1,1,0,0,0,1,2,0
28670,360000,1,37,1,1,0,1,0,0,0,2,0
28671,260000,1,35,3,1,0,0,0,1,0,2,0
28672,500000,1,34,3,1,0,0,0,1,0,2,0
28673,200000,1,41,3,1,0,0,0,1,0,1,2
28674,230000,2,45,1,1,0,1,0,0,0,2,0
28675,200000,2,32,3,1,0,0,0,1,0,1,0
28676,70000,1,37,1,1,0,1,0,0,0,0,0
28677,160000,1,36,1,1,0,1,0,0,0,1,0
28678,80000,2,33,3,1,0,0,0,1,0,0,0
28679,100000,1,30,3,1,0,0,0,1,0,1,0
28680,20000,1,38,3,1,0,0,0,1,1,0,0
28681,110000,1,47,1,1,0,1,0,0,0,1,0
28682,100000,2,35,3,1,0,0,0,1,1,1,0
28683,240000,1,39,3,1,0,0,0,1,0,2,0
28684,170000,1,31,0,1,1,0,0,0,0,1,0
28685,110000,2,31,0,1,1,0,0,0,1,1,2
28686,50000,2,44,3,1,0,0,0,1,0,0,0
28687,390000,2,41,3,1,0,0,0,1,0,2,0
28688,40000,1,44,1,1,0,1,0,0,0,0,0
28689,160000,1,39,1,1,0,1,0,0,0,1,0
28690,20000,1,41,1,1,0,1,0,0,0,0,0
28691,180000,2,36,3,1,0,0,0,1,0,1,0
28692,50000,1,41,3,1,0,0,0,1,1,0,0
28693,110000,1,37,3,1,0,0,0,1,0,1,0
28694,20000,2,39,1,1,0,1,0,0,1,0,0
28695,40000,1,36,1,1,0,1,0,0,0,0,2
28696,50000,1,47,1,1,0,1,0,0,1,0,0
28697,200000,2,30,0,1,1,0,0,0,0,1,0
28698,90000,1,31,3,1,0,0,0,1,0,1,0
28699,300000,2,34,0,1,1,0,0,0,0,2,0
28700,310000,1,36,3,1,0,0,0,1,0,2,0
28701,330000,1,37,3,1,0,0,0,1,0,2,0
28702,210000,2,30,1,1,0,1,0,0,0,2,0
28703,260000,2,34,3,1,0,0,0,1,0,2,0
28704,290000,2,35,0,1,1,0,0,0,0,2,0
28705,20000,1,39,3,1,0,0,0,1,0,0,0
28706,140000,1,31,3,1,0,0,0,1,0,1,0
28707,150000,1,36,3,1,0,0,0,1,1,1,2
28708,50000,3,46,1,1,0,1,0,0,0,0,0
28709,50000,1,37,3,1,0,0,0,1,0,0,0
28710,270000,1,28,3,1,0,0,0,1,0,2,0
28711,240000,1,28,3,1,0,0,0,1,0,2,0
28712,150000,2,29,0,1,1,0,0,0,0,1,0
28713,260000,2,40,3,1,0,0,0,1,0,2,0
28714,470000,1,42,1,1,0,1,0,0,0,2,0
28715,190000,1,47,0,1,1,0,0,0,0,1,0
28716,160000,2,28,3,1,0,0,0,1,0,1,0
28717,320000,2,31,0,1,1,0,0,0,0,2,0
28718,30000,2,30,3,1,0,0,0,1,1,0,0
28719,150000,2,33,0,1,1,0,0,0,0,1,0
28720,200000,2,34,3,1,0,0,0,1,1,1,0
28721,150000,2,34,3,1,0,0,0,1,0,1,0
28722,50000,1,30,1,1,0,1,0,0,0,0,0
28723,80000,2,24,3,1,0,0,0,1,0,0,0
28724,50000,1,47,3,1,0,0,0,1,0,0,0
28725,80000,1,37,1,1,0,1,0,0,1,0,0
28726,280000,2,34,3,1,0,0,0,1,0,2,0
28727,160000,1,38,0,1,1,0,0,0,0,1,0
28728,80000,2,29,0,1,1,0,0,0,0,0,0
28729,160000,2,30,3,1,0,0,0,1,0,1,0
28730,90000,1,32,3,1,0,0,0,1,0,1,0
28731,360000,2,32,3,1,0,0,0,1,0,2,0
28732,80000,1,34,3,1,0,0,0,1,0,0,0
28733,20000,1,36,1,1,0,1,0,0,1,0,0
28734,50000,1,48,3,1,0,0,0,1,0,0,0
28735,200000,1,40,0,1,1,0,0,0,1,1,2
28736,50000,1,44,1,1,0,1,0,0,1,0,3
28737,120000,1,31,3,1,0,0,0,1,1,1,0
28738,60000,1,31,3,1,0,0,0,1,1,0,0
28739,120000,2,32,1,1,0,1,0,0,0,1,0
28740,80000,1,32,0,1,1,0,0,0,0,0,0
28741,140000,2,32,3,1,0,0,0,1,0,1,2
28742,300000,1,33,0,1,1,0,0,0,0,2,0
28743,230000,1,30,3,1,0,0,0,1,0,2,0
28744,310000,2,30,1,1,0,1,0,0,0,2,0
28745,330000,2,31,0,1,1,0,0,0,0,2,0
28746,210000,1,35,0,1,1,0,0,0,0,2,2
